x1,x2,x3,y
0.30471707975443135,1.7844663034022497,-1.6760362623753209,-1.574981454663838
-1.0399841062404955,2.2361313159883487,-1.8669590618864484,-3.7513895004623468
0.7504511958064572,2.9846341705009025,-0.724316076199714,0.12578323627535903
0.9405647163912139,1.5275105933305135,-0.6965759725078695,1.5620701439755889
-1.9510351886538364,2.625400706878535,0.029864889284052287,-5.03543529290686
-1.302179506862318,1.6809934497015453,-0.12001627972633311,-2.9272365086115486
0.12784040316728537,1.8589493992062436,-1.1057829252249376,-1.0799601404509322
-0.3162425923435822,2.995422850428888,-1.9953647030886956,-3.741393781893515
-0.016801157504288795,-0.3916724452649869,-1.2552852776087182,4.054587844755469
-0.85304392757358,0.44423320631028695,-0.8262150441515803,-0.13973204746399498
0.8793979748628286,0.22137752306861525,-1.1616665963115234,3.6453268356265913
0.7777919354289483,-0.8003393438179658,-1.4623152864621247,3.0601636506218837
0.06603069756121605,1.186082671813788,-0.7976921480240808,0.2293615654169328
1.1272412069680329,2.8993206796732887,-1.4031661931284884,-0.5753556530327572
0.4675093422520456,1.6581391203409104,-1.5024528669802992,-2.385370984730671
-0.8592924628832382,2.2373480983302225,-0.7508377325572484,-3.7612374844795644
0.36875078408249884,3.307060996052951,-1.3215940641033639,-3.4454313963418253
-0.9588826008289989,3.5932233587212297,-0.8047164888173183,-6.330676398445817
0.8784503013072725,1.9170344783286326,-0.7814367817183019,-0.11360474896565886
-0.049925910986252896,3.624303067483277,-1.9115432008732598,-1.7074159350618594
-0.18486236354526056,2.110551990120931,-1.3849928990923297,-1.3912920607650128
-0.6809295444039414,0.9951221314070455,0.15022155193317,1.0453670138129143
1.2225413386740303,1.2867195773615179,-1.9296636101874296,2.231333646322746
-0.15452948206880215,0.2233561849219805,-2.6933235591764246,0.9120521749889243
-0.4283278221631072,0.9342393755196172,-2.4894761225940094,-1.9442884495667518
-0.3521335504882296,1.570379974310685,-0.9767120427386646,-0.3256634297972285
0.5323091855533487,2.964302023254322,-0.9752661775738408,-0.061494546296301356
0.36544406436407834,4.06492379739918,-1.0940886843400968,-2.937308495687499
0.4127326115959884,0.34138218154755195,-0.02864813685719869,2.9126146033580387
0.43082100300788273,2.471392961911903,-3.1382675464823504,-0.9460004673552465
2.1416476008704612,0.7513472730109587,-0.6832529004553412,4.137304609897022
-0.4064150163846156,2.5696365061558426,0.24915056144285863,-2.5563403378133005
-0.5122427290715373,1.8426960191747281,-1.9022246119133712,-3.084243171275926
-0.8137727282478777,-0.19708699101703653,-1.3038452094319162,0.18658771647806408
0.6159794225754956,3.113956389882181,-1.6023135337828966,-0.7907359663366409
1.1289722927208916,1.273999144629523,-1.715476836862023,0.9804868189162036
-0.11394745765487507,1.3593197139517343,-1.261009604018432,-0.3042765698088004
-0.840156476962528,0.7162971064523722,0.14198822694760382,0.34132267398212734
-0.8244812156912396,1.2148600679749335,0.4699093403900163,0.03273312184365085
0.6505927878247011,2.5134685288339007,-1.2687513800321182,1.3237560664736001
0.7432541712034423,1.7729067908763134,0.5240481712515761,2.9266649560260825
0.543154268305195,2.3943944027389774,-0.9715388184123002,-1.1432170020262182
-0.6655097072886943,2.4343062247146126,0.40295282136086485,0.009408299912731177
0.23216132306671977,3.5847939866338003,-1.0746389197227935,-2.593678968194197
0.11668580914072822,1.588656618962745,-0.8951537391630846,1.0598081184671766
0.21868859672901295,0.22777061978512192,-0.7076204218857323,1.8572682074568123
0.8714287779481898,3.2806668998863797,1.5430829434940283,0.31923030372177014
0.22359554877468227,1.6022141934832943,-0.31897154012416873,-1.3271462548742128
0.6789135630718949,3.3375109334928523,-1.5658116239611708,-1.4036879355096603
0.06757906948889146,2.4600525358189644,-0.22480170377931363,-2.256199551516122
0.28911939868998415,1.842634963755986,-1.2894660296674731,0.8160826785194223
0.6312882258385404,2.4185310728555542,-1.3918001463209673,1.2968272103470275
